contrato;objeto;portal_de_compras;data_assinatura;inicio_execucao;termino_execucao;situacao;empresa_principal;cnpj;orgao_entidade_contratante;setor;modalidade_de_licitacao;regime_de_execucao;classificacao;natureza_do_contrato;obras_do_contrato;municipios;dias_originais;dias_aditados;dias_paralisados;dias_atuais;valor_inicial_do_contrato;valor_em_aditivos;valor_total_do_contrato;valor_medido_precos_iniciais;valor_medido_reajuste;total_medido;saldo_contratual;percentual_de_execucao_do_contrato
PRC-22.020/2017-C;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 37ª URG - JAN;230176226/17;2020-09-22;2020-10-02 00:00:00;2021-10-01 00:00:00;Execução concluída;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66418765000154,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 37ª URG - JANUÁRIA; Obra 1 - Bonito de Minas, Chapada Gaúcha, Cônego, Itacarambi, Januária, Juvenília, Lontra, Manga, Miravânia, Montalvânia, Pedras de Maria da Cruz, São João das Missões;365,0;0,0;0,0;365,0;3620558,62;24484,6;3645043,22;2997412,34;461190,84;3458603,18;647630,88;0,822325596457537
PRC-22.020/2017-D;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 37ª URG - JAN;230176226/17;2021-09-29;2021-10-02 00:00:00;2022-10-01 00:00:00;Execução concluída;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66418765000154,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 37ª URG - JANUÁRIA; Obra 1 - Bonito de Minas, Chapada Gaúcha, Cônego, Itacarambi, Januária, Juvenília, Lontra, Manga, Miravânia, Montalvânia, Pedras de Maria da Cruz, São João das Missões;365,0;0,0;0,0;365,0;3619372,21;27974,4;3647346,61;3439751,91;1038264,05;4478015,96;207594,7;0,943083363826505
PRC-22.020/2017-E;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 37ª URG - JAN;230176226/17;2022-09-30;2022-10-02 00:00:00;2023-10-01 00:00:00;Execução concluída;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;66418765000154,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 37ª URG - JANUÁRIA; Obra 1 - Bonito de Minas, Chapada Gaúcha, Cônego, Itacarambi, Januária, Juvenília, Lontra, Manga, Miravânia, Montalvânia, Pedras de Maria da Cruz, São João das Missões;365,0;0,0;0,0;365,0;3604483,18;464271,38;4068754,56;3205411,24;1536883,37;4742294,61;863343,32;0,787811403399079
PRC-22.022/2017-C;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 27ª URG;230176235/17;2020-10-29;2020-11-01 00:00:00;2021-10-31 00:00:00;Execução concluída;CONSTRUTORA TERRAYAMA LTDA;21681150000188,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 27ª URG - PEDRA AZUL; Obra 1 - Almenara, Bandeira, Cachoeira de Pajeú, Comercinho, Divisa Alegre, Divisópolis, Jacinto, Jequitinhonha, Jordânia, Mata Verde, Medina, Pedra Azul, Águas Vermelhas;365,0;0,0;0,0;365,0;4163801,07;1040426,16;5204227,23;4297488,09;657091,95;4954580,04;906739,14;0,825768726090002
PRC-22.022/2017-D;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 27ª URG;230176235/17;2021-10-19;2021-11-01 00:00:00;2022-10-31 00:00:00;Execução concluída;CONSTRUTORA TERRAYAMA LTDA;21681150000188,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 27ª URG - PEDRA AZUL; Obra 1 - Almenara, Bandeira, Cachoeira de Pajeú, Comercinho, Divisa Alegre, Divisópolis, Jacinto, Jequitinhonha, Jordânia, Mata Verde, Medina, Pedra Azul, Águas Vermelhas;365,0;0,0;0,0;365,0;4163128,07;33731,57;4196859,64;3434909,82;1040645,54;4475555,36;761949,82;0,818447628617859
PRC-22.022/2017-E;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 27ª URG;230176235/17;2022-10-25;2022-11-01 00:00:00;2023-10-31 00:00:00;Execução concluída;CONSTRUTORA TERRAYAMA LTDA;21681150000188,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manutenção rotineira das rodovias da 27ª URG; Obra 1 - Almenara, Bandeira, Cachoeira de Pajeú, Comercinho, Divisa Alegre, Divisópolis, Jacinto, Jequitinhonha, Jordânia, Mata Verde, Medina, Pedra Azul, Águas Vermelhas;365,0;0,0;0,0;365,0;4151604,84;431795,03;4583399,87;3850924,72;1892020,24;5742944,96;732475,15;0,840189559982686
PRC-22.023/2018-B;MANUTENÇÃO RODOVIÁRIA E CONSERVAÇÃO - 1ª CRG DO DEER/MG;230176200618;2020-07-10;2020-07-13 00:00:00;2021-07-12 00:00:00;Execução concluída;SEISAN ENGENHARIA E CONSTRUCOES LTDA;25708348000169,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 1ª CRG.; Obra 1 - Baldim, Belo Horizonte, Belo Vale, Betim, Bonfim, Brumadinho, Caeté, Capim Branco, Confins, Congonhas, Contagem, Crucilândia, Esmeraldas, Funilândia, Ibirité, Itabirito, Itaguara, Jaboticatubas, Jequitibá, Juatuba, Lagoa Santa, Matozinhos, Moeda, Mário Campos, Nova Lima, Ouro Preto, Pedro Leopoldo, Piedade dos Gerais, Prudente de Morais, Raposos, Ribeirão das Neves, Rio Acima, Rio Manso, Sabará, Santa Luzia, Santana de Pirapama, Santana do Riacho , Sarzedo, Sete Lagoas, São José da Lapa, Vespasiano;365,0;0,0;0,0;365,0;16226422,79;0,0;16226422,79;8642582,49;883159,3;9525741,79;7583840,3;0,532624017126328
PRC-22.023/2018-C;MANUTENÇÃO RODOVIÁRIA E CONSERVAÇÃO - 1ª CRG DO DEER/MG;2301762006/18;2021-06-23;2021-07-13 00:00:00;2022-07-12 00:00:00;Execução concluída;SEISAN ENGENHARIA E CONSTRUCOES LTDA;25708348000169,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 1ª CRG.; Obra 1 - Baldim, Belo Horizonte, Belo Vale, Betim, Bonfim, Brumadinho, Caeté, Capim Branco, Confins, Congonhas, Contagem, Crucilândia, Esmeraldas, Funilândia, Ibirité, Itabirito, Itaguara, Jaboticatubas, Jequitibá, Juatuba, Lagoa Santa, Matozinhos, Moeda, Mário Campos, Nova Lima, Ouro Preto, Pedro Leopoldo, Piedade dos Gerais, Prudente de Morais, Raposos, Ribeirão das Neves, Rio Acima, Rio Manso, Sabará, Santa Luzia, Santana de Pirapama, Santana do Riacho , Sarzedo, Sete Lagoas, São José da Lapa, Vespasiano;365,0;0,0;0,0;365,0;16215577,22;-0,05;16215577,17;8542429,25;2045052,53;10587481,78;7673147,92;0,526803897292297
PRC-22.023/2018-D;MANUTENÇÃO RODOVIÁRIA E CONSERVAÇÃO - 1ª CRG DO DEER/MG;2301762 6/18;2022-06-23;2022-07-13 00:00:00;2023-07-12 00:00:00;Execução concluída;SEISAN ENGENHARIA E CONSTRUCOES LTDA;25708348000169,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 1ª CRG.; Obra 1 - Baldim, Belo Horizonte, Belo Vale, Betim, Bonfim, Brumadinho, Caeté, Capim Branco, Confins, Congonhas, Contagem, Crucilândia, Esmeraldas, Funilândia, Ibirité, Itabirito, Itaguara, Jaboticatubas, Jequitibá, Juatuba, Lagoa Santa, Matozinhos, Moeda, Mário Campos, Nova Lima, Ouro Preto, Pedro Leopoldo, Piedade dos Gerais, Prudente de Morais, Raposos, Ribeirão das Neves, Rio Acima, Rio Manso, Sabará, Santa Luzia, Santana de Pirapama, Santana do Riacho , Sarzedo, Sete Lagoas, São José da Lapa, Vespasiano;365,0;0,0;0,0;365,0;16181600,65;-0,01;16181600,64;8232911,0;3601379,77;11834290,77;7948689,64;0,508782238739023
PRC-22.023/2018-E;MANUTENÇÃO RODOVIÁRIA E CONSERVAÇÃO - 1ª CRG DO DEER/MG;2301762 6/18;2023-06-21;2023-07-13 00:00:00;2024-07-12 00:00:00;Execução concluída;SEISAN ENGENHARIA E CONSTRUCOES LTDA;25708348000169,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 1ª CRG.; Obra 1 - Baldim, Belo Horizonte, Belo Vale, Betim, Bonfim, Brumadinho, Caeté, Capim Branco, Confins, Congonhas, Contagem, Crucilândia, Esmeraldas, Funilândia, Ibirité, Itabirito, Itaguara, Jaboticatubas, Jequitibá, Juatuba, Lagoa Santa, Matozinhos, Moeda, Mário Campos, Nova Lima, Ouro Preto, Pedro Leopoldo, Piedade dos Gerais, Prudente de Morais, Raposos, Ribeirão das Neves, Rio Acima, Rio Manso, Sabará, Santa Luzia, Santana de Pirapama, Santana do Riacho , Sarzedo, Sete Lagoas, São José da Lapa, Vespasiano;366,0;0,0;0,0;366,0;16181420,65;-0,01;16181420,64;9217706,77;4817849,69;14035556,46;6963713,87;0,569647559078595
PRC-22.024/2013;MELHORAMENTO, PAVIMENTAÇÃO, IMPLANTAÇÃO, RESTAURAÇ;230152006412;2013-03-05;2017-12-29 00:00:00;2026-06-03 00:00:00;Andamento;CADAR ENGENHARIA CONSTRUCOES LTDA;17279381000192,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE INFRAESTRUTURA;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Melhoramento, Pavimentação e Restauração;Obra Rodoviária; Obra 1 - Melhoramento e pavimentação do trecho Caeté - Barão de Cocais, Obra 2 - Implantação, pavimentação e restauração com aumento de capacidade do trecho Contorno de Barão de Cocais; Obra 1 - Barão de Cocais, Caeté, Obra 2 - Barão de Cocais;840,0;1260,0;979,0;3079,0;52509293,28;12559784,43;65069077,71;58712432,43;53559887,48;112272319,91;6356645,28;0,902309276484134
PRC-22.024/2018-A;MANUTENÇÃO DAS RODOVIAS DA 5ª RRG - UBÁ;02/2018;2019-10-02;2019-10-29 00:00:00;2020-10-28 00:00:00;Execução concluída;IPE ENGENHARIA EIRELI;25955246000148,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 05ª RRG.; Obra 1 - Alto Rio Doce, Aracitaba, Astolfo Dutra, Brás Pires, Cataguases, Coimbra, Descoberto, Divinésia, Dona Euzébia, Dores do Turvo, Ervália, Guarani, Guidoval, Guiricema, Itamarati de Minas, Leopoldina, Mercês, Miraí, Muriaé, Oliveira Fortes, Paiva, Paula Cândido, Piau, Piranga, Piraúba, Presidente Bernardes, Rio Novo, Rio Pomba, Rodeiro, Rosário da Limeira, Santa Bárbara do Tugúrio, Santana de Cataguases, Senador Firmino, Senhora de Oliveira, Silveirânia, São Geraldo, São João Nepomuceno, São Sebastião da Vargem Alegre, Tabuleiro, Tocantins, Ubá, Visconde do Rio Branco;366,0;0,0;0,0;366,0;8322841,11;2074997,71;10397838,82;9658069,83;929405,71;10587475,54;739768,99;0,928853581709973
PRC-22.024/2018-B;MANUTENÇÃO DAS RODOVIAS DA 5ª RRG - UBÁ;2301762 2/18;2020-10-27;2020-10-29 00:00:00;2021-10-28 00:00:00;Execução concluída;IPE ENGENHARIA EIRELI;25955246000148,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 05ª RRG.; Obra 1 - Alto Rio Doce, Aracitaba, Astolfo Dutra, Brás Pires, Cataguases, Coimbra, Descoberto, Divinésia, Dona Euzébia, Dores do Turvo, Ervália, Guarani, Guidoval, Guiricema, Itamarati de Minas, Leopoldina, Mercês, Miraí, Muriaé, Oliveira Fortes, Paiva, Paula Cândido, Piau, Piranga, Piraúba, Presidente Bernardes, Rio Novo, Rio Pomba, Rodeiro, Rosário da Limeira, Santa Bárbara do Tugúrio, Santana de Cataguases, Senador Firmino, Senhora de Oliveira, Silveirânia, São Geraldo, São João Nepomuceno, São Sebastião da Vargem Alegre, Tabuleiro, Tocantins, Ubá, Visconde do Rio Branco;365,0;0,0;0,0;365,0;8294888,86;2073052,62;10367941,48;9982746,05;1348554,95;11331301,0;385195,43;0,962847453301791
PRC-22.024/2018-C;MANUTENÇÃO DAS RODOVIAS DA 5ª RRG - UBÁ;2301762 2/18;2021-10-19;2021-10-29 00:00:00;2022-10-28 00:00:00;Execução concluída;IPE ENGENHARIA EIRELI;25955246000148,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 05ª URG.; Obra 1 - Alto Rio Doce, Aracitaba, Astolfo Dutra, Brás Pires, Cataguases, Coimbra, Descoberto, Divinésia, Dona Euzébia, Dores do Turvo, Ervália, Guarani, Guidoval, Guiricema, Itamarati de Minas, Leopoldina, Mercês, Miraí, Muriaé, Oliveira Fortes, Paiva, Paula Cândido, Piau, Piranga, Piraúba, Presidente Bernardes, Rio Novo, Rio Pomba, Rodeiro, Rosário da Limeira, Santa Bárbara do Tugúrio, Santana de Cataguases, Senador Firmino, Senhora de Oliveira, Silveirânia, São Geraldo, São João Nepomuceno, São Sebastião da Vargem Alegre, Tabuleiro, Tocantins, Ubá, Visconde do Rio Branco;365,0;0,0;0,0;365,0;8294203,86;2069728,14;10363932,0;10088655,14;4895768,94;14984424,08;275276,86;0,973438955408044
PRC-22.024/2018-D;MANUTENÇÃO DAS RODOVIAS DA 05ª URG;2301762 2/18;2022-10-11;2022-10-29 00:00:00;2023-10-28 00:00:00;Execução concluída;IPE ENGENHARIA EIRELI;25955246000148,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 05ª URG.; Obra 1 - Alto Rio Doce, Aracitaba, Astolfo Dutra, Brás Pires, Cataguases, Coimbra, Descoberto, Divinésia, Dona Euzébia, Dores do Turvo, Ervália, Guarani, Guidoval, Guiricema, Itamarati de Minas, Leopoldina, Mercês, Miraí, Muriaé, Oliveira Fortes, Paiva, Paula Cândido, Piau, Piranga, Piraúba, Presidente Bernardes, Rio Novo, Rio Pomba, Rodeiro, Rosário da Limeira, Santa Bárbara do Tugúrio, Santana de Cataguases, Senador Firmino, Senhora de Oliveira, Silveirânia, São Geraldo, São João Nepomuceno, São Sebastião da Vargem Alegre, Tabuleiro, Tocantins, Ubá, Visconde do Rio Branco;365,0;0,0;0,0;365,0;8273803,86;2065869,25;10339673,11;10029442,34;8230291,38;18259733,72;310230,77;0,969996075630287
PRC-22.024/2018-E;MANUTENÇÃO DAS RODOVIAS DA 05ª URG;2301762 2/18;2023-09-11;2023-10-29 00:00:00;2024-10-28 00:00:00;Execução concluída;IPE ENGENHARIA EIRELI;25955246000148,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 05ª URG.; Obra 1 - Alto Rio Doce, Aracitaba, Astolfo Dutra, Brás Pires, Cataguases, Coimbra, Descoberto, Divinésia, Dona Euzébia, Dores do Turvo, Ervália, Guarani, Guidoval, Guiricema, Itamarati de Minas, Leopoldina, Mercês, Miraí, Muriaé, Oliveira Fortes, Paiva, Paula Cândido, Piau, Piranga, Piraúba, Presidente Bernardes, Rio Novo, Rio Pomba, Rodeiro, Rosário da Limeira, Santa Bárbara do Tugúrio, Santana de Cataguases, Senador Firmino, Senhora de Oliveira, Silveirânia, São Geraldo, São João Nepomuceno, São Sebastião da Vargem Alegre, Tabuleiro, Tocantins, Ubá, Visconde do Rio Branco;366,0;0,0;0,0;366,0;8270263,86;2067234,75;10337498,61;10059124,12;6615578,76;16674702,88;278374,49;0,973071387914798
PRC-22.025/2017-C;MANUTENÇÃO DAS RODOVIAS DA  28ª  URG -TEÓFILO OTON;230176236/17;2021-02-26;2021-03-01 00:00:00;2022-02-28 00:00:00;Execução concluída;HORIZONTE CONSTRUTORA LTDA;78134194000105,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 2 - MANUTENÇÃO DAS RODOVIAS DA  28ª  URG - TEÓFILO OTONI; Obra 2 - Ataléia, Campanário, Caraí, Carlos Chagas, Catuji, Crisólita, Franciscópolis, Frei Gaspar, Itaipé, Itambacuri, Ladainha, Malacacheta, Nanuque, Novo Cruzeiro, Novo Oriente de Minas, Ouro Verde de Minas, Padre Paraíso, Pavão, Poté, Serra dos Aimorés, Teófilo Otoni, Água Boa, Águas Formosas;365,0;0,0;0,0;365,0;7504709,22;736041,58;8240750,8;6014023,06;1137452,22;7151475,28;2226727,74;0,729790671500466
PRC-22.025/2017-D;MANUTENÇÃO DAS RODOVIAS DA  28ª  URG -TEÓFILO OTON;230176236/17;2022-02-11;2022-03-01 00:00:00;2023-02-28 00:00:00;Execução concluída;HORIZONTE CONSTRUTORA LTDA;78134194000105,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 2 - MANUTENÇÃO DAS RODOVIAS DA  28ª  URG - TEÓFILO OTONI; Obra 2 - Ataléia, Campanário, Caraí, Carlos Chagas, Catuji, Crisólita, Franciscópolis, Frei Gaspar, Itaipé, Itambacuri, Ladainha, Malacacheta, Nanuque, Novo Cruzeiro, Novo Oriente de Minas, Ouro Verde de Minas, Padre Paraíso, Pavão, Poté, Serra dos Aimorés, Teófilo Otoni, Água Boa, Águas Formosas;365,0;0,0;0,0;365,0;7495626,72;1425396,12;8921022,84;6081885,23;2538116,94;8620002,17;2839137,61;0,681747523695388
PRC-22.025/2017-E;MANUTENÇÃO DAS RODOVIAS DA  28ª URG - TEÓFILO OTON;230176236/17;2023-02-23;2023-03-01 00:00:00;2024-02-29 00:00:00;Execução concluída;HORIZONTE CONSTRUTORA LTDA;78134194000105,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 2 - MANUTENÇÃO DAS RODOVIAS DA  28ª  URG - TEÓFILO OTONI; Obra 2 - Ataléia, Campanário, Caraí, Carlos Chagas, Catuji, Crisólita, Franciscópolis, Frei Gaspar, Itaipé, Itambacuri, Ladainha, Malacacheta, Nanuque, Novo Cruzeiro, Novo Oriente de Minas, Ouro Verde de Minas, Padre Paraíso, Pavão, Poté, Serra dos Aimorés, Teófilo Otoni, Água Boa, Águas Formosas;366,0;0,0;0,0;366,0;7487724,47;1551657,23;9039381,7;6912673,17;3811057,72;10723730,89;2126708,53;0,764728540006226
PRC-22.026/2017-B;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 16ª RRG - OLI;230176229/17;2020-02-17;2020-02-19 00:00:00;2021-02-18 00:00:00;Execução concluída;LOMAE MAQUINAS E EMPREENDIMENTOS LTDA;22026959000139,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 16ª RRG.; Obra 1 - Aguanil, Bom Sucesso, Campo Belo, Cana Verde, Candeias, Carmópolis de Minas, Carrancas, Cláudio, Cristais, Desterro de Entre Rios, Entre Rios de Minas, Ibituruna, Ijaci, Ingaí, Itaguara, Itapecerica, Itumirim, Itutinga, Lavras, Luminárias, Nazareno, Oliveira, Passa Tempo, Perdões, Piracema, Resende Costa, Ribeirão Vermelho, Santana do Jacaré, Santo Antônio do Amparo, São Francisco de Paula, São Tiago;366,0;0,0;0,0;366,0;5526352,57;0,0;5526352,57;3734528,44;487087,14;4221615,58;1791824,13;0,675767315366924
PRC-22.026/2017-C;MANUTENÇÃO ROTINEIRA DAS RODOVIAS DA 16ª RRG - OLI;230176229/17;2021-02-12;2021-02-19 00:00:00;2022-02-18 00:00:00;Execução concluída;LOMAE MAQUINAS E EMPREENDIMENTOS LTDA;22026959000139,0;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DIRETORIA DE OPERAÇÕES;CONCORRÊNCIA ELETRÔNICA;EMPREITADA POR PREÇO UNITÁRIO;Manutenção e Conservação;Natureza continuada e/ou conserva; Obra 1 - Manut. rodov., conserv. rotineira e periódica, serviços de urgência e pequenos melhoramentos, bem como reparações do corpo estradal, na 16ª URG.; Obra 1 - Aguanil, Bom Sucesso, Campo Belo, Cana Verde, Candeias, Carmópolis de Minas, Carrancas, Cláudio, Cristais, Desterro de Entre Rios, Entre Rios de Minas, Ibituruna, Ijaci, Ingaí, Itaguara, Itapecerica, Itumirim, Itutinga, Lavras, Luminárias, Nazareno, Oliveira, Passa Tempo, Perdões, Piracema, Resende Costa, Ribeirão Vermelho, Santana do Jacaré, Santo Antônio do Amparo, São Francisco de Paula, São Tiago;365,0;0,0;0,0;365,0;5521267,05;29776,56;5551043,61;4301166,42;822454,29;5123620,71;1249877,19;0,774839241444907
